,,Amifostin,Drug,Nos,1,Amifostin,1,1
,,Amifostine,Drug,Nos,1,Amifostine,1,1
,,Amikacin,Drug,Nos,1,Amikacin,1,1
,,Amiloride,Drug,Nos,1,Amiloride,1,1
,,Amiloride Hydrochloride,Drug,Nos,1,Amiloride Hydrochloride,1,1
,,Amino Acid,Drug,Nos,1,Amino Acid,1,1
,,Aminocaproic Acid,Drug,Nos,1,Aminocaproic Acid,1,1
,,Aminoethyl phosphinic acid,Drug,Nos,1,Aminoethyl phosphinic acid,1,1
,,Aminophylline,Drug,Nos,1,Aminophylline,1,1
,,Amiodarone,Drug,Nos,1,Amiodarone,1,1
,,Amisulpride,Drug,Nos,1,Amisulpride,1,1
,,Amitriptyline,Drug,Nos,1,Amitriptyline,1,1
,,Amitriptyline Hydrochloride,Drug,Nos,1,Amitriptyline Hydrochloride,1,1
,,Amlexanox,Drug,Nos,1,Amlexanox,1,1
,,Amlodipine,Drug,Nos,1,Amlodipine,1,1
,,Amlodipine Besylate,Drug,Nos,1,Amlodipine Besylate,1,1
,,Amlodipine(IR),Drug,Nos,1,Amlodipine(IR),1,1
,,Ammon Chloride,Drug,Nos,1,Ammon Chloride,1,1
,,Ammon Cl,Drug,Nos,1,Ammon Cl,1,1
,,Ammon lactate,Drug,Nos,1,Ammon lactate,1,1
,,Ammon molybdate,Drug,Nos,1,Ammon molybdate,1,1
,,Ammonium Chloride,Drug,Nos,1,Ammonium Chloride,1,1
,,Ammonium Lactate,Drug,Nos,1,Ammonium Lactate,1,1
,,Amodiaquine,Drug,Nos,1,Amodiaquine,1,1
,,Amontelukast,Drug,Nos,1,Amontelukast,1,1
,,Amorolfine,Drug,Nos,1,Amorolfine,1,1
,,Amoxapine,Drug,Nos,1,Amoxapine,1,1
,,Amoxicillin,Drug,Nos,1,Amoxicillin,1,1
,,Amoxicillin Clavulanic Acid,Drug,Nos,1,Amoxicillin Clavulanic Acid,1,1
,,Amoxicillin Sodium,Drug,Nos,1,Amoxicillin Sodium,1,1
,,Amoxicillin Trihydrate,Drug,Nos,1,Amoxicillin Trihydrate,1,1
,,Amoxicillin(1 tab),Drug,Nos,1,Amoxicillin(1 tab),1,1
,,Amoxicillin(2 FC-tab),Drug,Nos,1,Amoxicillin(2 FC-tab),1,1
,,Amoxicillin(2 tabs),Drug,Nos,1,Amoxicillin(2 tabs),1,1
,,Amoxxicillin,Drug,Nos,1,Amoxxicillin,1,1
,,Amphotericin B,Drug,Nos,1,Amphotericin B,1,1
,,Ampicillin,Drug,Nos,1,Ampicillin,1,1
,,Ampicillin and Sulbactam,Drug,Nos,1,Ampicillin and Sulbactam,1,1
,,Ampicillin Terihydrate,Drug,Nos,1,Ampicillin Terihydrate,1,1
,,Ampicillin Trihydrate,Drug,Nos,1,Ampicillin Trihydrate,1,1
,,Amrinone,Drug,Nos,1,Amrinone,1,1
,,Amtolmetin Guacil,Drug,Nos,1,Amtolmetin Guacil,1,1
,,Amylase,Drug,Nos,1,Amylase,1,1
,,Amylmetacresol,Drug,Nos,1,Amylmetacresol,1,1
,,Anastrozole,Drug,Nos,1,Anastrozole,1,1
,,Andrographic paniculata extract,Drug,Nos,1,Andrographic paniculata extract,1,1
,,Anhydrous Benzyl Peroxide,Drug,Nos,1,Anhydrous Benzyl Peroxide,1,1
,,Anhydrous Caffeine,Drug,Nos,1,Anhydrous Caffeine,1,1
,,Anhydrous Citric acid,Drug,Nos,1,Anhydrous Citric acid,1,1
,,Anhydrous Dextrose,Drug,Nos,1,Anhydrous Dextrose,1,1
,,Anio active matter,Drug,Nos,1,Anio active matter,1,1
,,Anion active matter,Drug,Nos,1,Anion active matter,1,1
,,Anise Oil,Drug,Nos,1,Anise Oil,1,1
,,Anti Rabies Immune Globulin,Drug,Nos,1,Anti Rabies Immune Globulin,1,1
,,Antioxidants,Drug,Nos,1,Antioxidants,1,1
,,Antipyrine,Drug,Nos,1,Antipyrine,1,1
,,Antithymocyte Ig,Drug,Nos,1,Antithymocyte Ig,1,1
,,Apomorphine,Drug,Nos,1,Apomorphine,1,1
,,Apraclonidine,Drug,Nos,1,Apraclonidine,1,1
,,Aprotinin,Drug,Nos,1,Aprotinin,1,1
,,Aqua,Drug,Nos,1,Aqua,1,1
,,Arbutin,Drug,Nos,1,Arbutin,1,1
,,Ardeparin,Drug,Nos,1,Ardeparin,1,1
,,Arformoterol Tartrate,Drug,Nos,1,Arformoterol Tartrate,1,1
,,Arformoterol Tartrate Inhalation,Drug,Nos,1,Arformoterol Tartrate Inhalation,1,1
,,Arginine,Drug,Nos,1,Arginine,1,1
,,Aripiprazole,Drug,Nos,1,Aripiprazole,1,1
,,Armodafinil,Drug,Nos,1,Armodafinil,1,1
,,Aroma,Drug,Nos,1,Aroma,1,1
,,Arsenic Trioxide,Drug,Nos,1,Arsenic Trioxide,1,1
,,Arteether,Drug,Nos,1,Arteether,1,1
,,Artemether,Drug,Nos,1,Artemether,1,1
,,Artesunate,Drug,Nos,1,Artesunate,1,1
,,Ascorbic Acid,Drug,Nos,1,Ascorbic Acid,1,1
,,Ascorbic Acid (SR),Drug,Nos,1,Ascorbic Acid (SR),1,1
,,Ascorbic Acid (Vitamin C),Drug,Nos,1,Ascorbic Acid (Vitamin C),1,1
,,Asenapine,Drug,Nos,1,Asenapine,1,1
,,Ash,Drug,Nos,1,Ash,1,1
,,Asparaginase,Drug,Nos,1,Asparaginase,1,1
,,Aspartame,Drug,Nos,1,Aspartame,1,1
,,Aspartic Acid,Drug,Nos,1,Aspartic Acid,1,1
,,Aspirin,Drug,Nos,1,Aspirin,1,1
,,Aspirin (enteric coated),Drug,Nos,1,Aspirin (enteric coated),1,1
,,Aspirin (Modified release),Drug,Nos,1,Aspirin (Modified release),1,1
,,Aspirin Enteric Coated,Drug,Nos,1,Aspirin Enteric Coated,1,1
,,Aspirin(enteric coated),Drug,Nos,1,Aspirin(enteric coated),1,1
,,Astaxanthin,Drug,Nos,1,Astaxanthin,1,1
,,Astaxanthin Complex,Drug,Nos,1,Astaxanthin Complex,1,1
,,Astaxanthin10%,Drug,Nos,1,Astaxanthin10%,1,1
,,Astemizole,Drug,Nos,1,Astemizole,1,1
,,Atazanavir,Drug,Nos,1,Atazanavir,1,1
,,Atenolol,Drug,Nos,1,Atenolol,1,1
,,Atomoxetine,Drug,Nos,1,Atomoxetine,1,1
,,Atorvastatin,Drug,Nos,1,Atorvastatin,1,1
,,Atorvastatin (film coated),Drug,Nos,1,Atorvastatin (film coated),1,1
,,Atorvastatin Calcium,Drug,Nos,1,Atorvastatin Calcium,1,1
,,Atracurium,Drug,Nos,1,Atracurium,1,1
,,Atracurium Besilate,Drug,Nos,1,Atracurium Besilate,1,1
,,Atropine,Drug,Nos,1,Atropine,1,1
,,Atropine and Diphenoxylate,Drug,Nos,1,Atropine and Diphenoxylate,1,1
,,Atropine Methonitrate,Drug,Nos,1,Atropine Methonitrate,1,1
,,Auranofin,Drug,Nos,1,Auranofin,1,1
,,Avobenzone,Drug,Nos,1,Avobenzone,1,1
,,Azadirachta Indica Oil,Drug,Nos,1,Azadirachta Indica Oil,1,1
,,Azatadine Maleate,Drug,Nos,1,Azatadine Maleate,1,1
,,Azathioprine,Drug,Nos,1,Azathioprine,1,1
,,Azelaic Acid,Drug,Nos,1,Azelaic Acid,1,1
,,Azelastine,Drug,Nos,1,Azelastine,1,1
,,Azelastine Hydrochloride,Drug,Nos,1,Azelastine Hydrochloride,1,1
,,Azilsartan Medoxomil,Drug,Nos,1,Azilsartan Medoxomil,1,1
,,Azithromycin,Drug,Nos,1,Azithromycin,1,1
,,Azithromycin 250 mg Tablets,Drug,Nos,1,Azithromycin 250 mg Tablets,1,1
,,Azithromycin 500 mg Tablets,Drug,Nos,1,Azithromycin 500 mg Tablets,1,1
,,Azithromycin Anhydrous,Drug,Nos,1,Azithromycin Anhydrous,1,1
,,Azithromycin Dihydrate,Drug,Nos,1,Azithromycin Dihydrate,1,1
,,Azithromycin Trihydrate,Drug,Nos,1,Azithromycin Trihydrate,1,1
,,Aztreonam,Drug,Nos,1,Aztreonam,1,1
,,Azulene,Drug,Nos,1,Azulene,1,1
,,Bacampicillin,Drug,Nos,1,Bacampicillin,1,1
,,Bacitracin,Drug,Nos,1,Bacitracin,1,1
,,Bacitracin (Neomycin/Polymyxin B) Ophthalmic,Drug,Nos,1,Bacitracin (Neomycin/Polymyxin B) Ophthalmic,1,1
,,Baclofen,Drug,Nos,1,Baclofen,1,1
,,Bacterial Lysate,Drug,Nos,1,Bacterial Lysate,1,1
,,Balofloxacin,Drug,Nos,1,Balofloxacin,1,1
,,Balsalazide,Drug,Nos,1,Balsalazide,1,1
,,Bambuterol,Drug,Nos,1,Bambuterol,1,1
,,Bambuterol Hydrochloride,Drug,Nos,1,Bambuterol Hydrochloride,1,1
,,Bamipine,Drug,Nos,1,Bamipine,1,1
,,Beclomatasone,Drug,Nos,1,Beclomatasone,1,1
,,Beclometasone,Drug,Nos,1,Beclometasone,1,1
,,Beclometasone Dipropionate,Drug,Nos,1,Beclometasone Dipropionate,1,1
,,Beclometasone Sodium Phosphate,Drug,Nos,1,Beclometasone Sodium Phosphate,1,1
,,Beclometasone Valerate,Drug,Nos,1,Beclometasone Valerate,1,1
,,Beclomethasone,Drug,Nos,1,Beclomethasone,1,1
,,Beclomethasone Dipropionate,Drug,Nos,1,Beclomethasone Dipropionate,1,1
,,Belcometasone Dipropionate,Drug,Nos,1,Belcometasone Dipropionate,1,1
,,Belladona/Ergotamine/Phenobarbital,Drug,Nos,1,Belladona/Ergotamine/Phenobarbital,1,1
,,Belladonna dry extract,Drug,Nos,1,Belladonna dry extract,1,1
,,Bemiparin Sodium,Drug,Nos,1,Bemiparin Sodium,1,1
,,Bemotrizinol,Drug,Nos,1,Bemotrizinol,1,1
,,Benazepril,Drug,Nos,1,Benazepril,1,1
,,Bendamustine hydrochloride,Drug,Nos,1,Bendamustine hydrochloride,1,1
,,Benedipine,Drug,Nos,1,Benedipine,1,1
,,Benfothiamine,Drug,Nos,1,Benfothiamine,1,1
,,Benfotiamine,Drug,Nos,1,Benfotiamine,1,1
,,Benidipine,Drug,Nos,1,Benidipine,1,1
,,Benserazide,Drug,Nos,1,Benserazide,1,1
,,Bentonite,Drug,Nos,1,Bentonite,1,1
,,Benzalkonium Chloride,Drug,Nos,1,Benzalkonium Chloride,1,1
,,Benzalkonium Cl,Drug,Nos,1,Benzalkonium Cl,1,1
,,Benzalkonium Cloride,Drug,Nos,1,Benzalkonium Cloride,1,1
,,Benzathine Penicillin G,Drug,Nos,1,Benzathine Penicillin G,1,1
,,Benzene Hexachloride,Drug,Nos,1,Benzene Hexachloride,1,1
,,Benzocaine,Drug,Nos,1,Benzocaine,1,1
,,Benzoic Acid,Drug,Nos,1,Benzoic Acid,1,1
,,Benzoin,Drug,Nos,1,Benzoin,1,1
,,Benzonatate,Drug,Nos,1,Benzonatate,1,1
,,Benzophenone-3,Drug,Nos,1,Benzophenone-3,1,1
,,Benzoyl Peroxide,Drug,Nos,1,Benzoyl Peroxide,1,1
,,Benzthiazide,Drug,Nos,1,Benzthiazide,1,1
,,Benzthiazide (Benzothiazide),Drug,Nos,1,Benzthiazide (Benzothiazide),1,1
,,Benzydamine,Drug,Nos,1,Benzydamine,1,1
,,Benzyl Alcohol,Drug,Nos,1,Benzyl Alcohol,1,1
,,Benzyl Benzoate,Drug,Nos,1,Benzyl Benzoate,1,1
,,Benzyl Nicotinate,Drug,Nos,1,Benzyl Nicotinate,1,1
,,Beromhexine,Drug,Nos,1,Beromhexine,1,1
,,Betahistidine,Drug,Nos,1,Betahistidine,1,1
,,Betahistine,Drug,Nos,1,Betahistine,1,1
,,Betaine Citrate,Drug,Nos,1,Betaine Citrate,1,1
,,Betaine Hydrochloride,Drug,Nos,1,Betaine Hydrochloride,1,1
,,Betamethasone,Drug,Nos,1,Betamethasone,1,1
,,Betamethasone Dipropionate,Drug,Nos,1,Betamethasone Dipropionate,1,1
,,Betamethasone Sodium Phosphate,Drug,Nos,1,Betamethasone Sodium Phosphate,1,1
,,Betamethasone Sodium Phsphate,Drug,Nos,1,Betamethasone Sodium Phsphate,1,1
,,Betamethasone Valerate,Drug,Nos,1,Betamethasone Valerate,1,1
,,Betaxolol,Drug,Nos,1,Betaxolol,1,1
,,Betaxolol Ophthalmic,Drug,Nos,1,Betaxolol Ophthalmic,1,1
,,Bethanechol,Drug,Nos,1,Bethanechol,1,1
,,Bezafibrate,Drug,Nos,1,Bezafibrate,1,1
,,Biberry extr,Drug,Nos,1,Biberry extr,1,1
,,Biberry extr 7%,Drug,Nos,1,Biberry extr 7%,1,1
,,Bicalutamide,Drug,Nos,1,Bicalutamide,1,1
,,Bifanazole,Drug,Nos,1,Bifanazole,1,1
,,Bimatoprost,Drug,Nos,1,Bimatoprost,1,1
,,Bioactive Collagen peptide,Drug,Nos,1,Bioactive Collagen peptide,1,1
,,Biotin,Drug,Nos,1,Biotin,1,1
,,Bisacodyl,Drug,Nos,1,Bisacodyl,1,1
,,Bisoctrizole,Drug,Nos,1,Bisoctrizole,1,1
,,Bisoprolol,Drug,Nos,1,Bisoprolol,1,1
,,Bisoprolol Fumarate,Drug,Nos,1,Bisoprolol Fumarate,1,1
,,Bitamin B2,Drug,Nos,1,Bitamin B2,1,1
,,Bivalirudin,Drug,Nos,1,Bivalirudin,1,1
,,Black Cohosh,Drug,Nos,1,Black Cohosh,1,1
,,Bleomycin,Drug,Nos,1,Bleomycin,1,1
,,Bleomycin Sulphate,Drug,Nos,1,Bleomycin Sulphate,1,1
,,Blue cap contains,Drug,Nos,1,Blue cap contains,1,1
,,Boran,Drug,Nos,1,Boran,1,1
,,Borax,Drug,Nos,1,Borax,1,1
,,Bordetella Pertussis,Drug,Nos,1,Bordetella Pertussis,1,1
,,Boric Acid,Drug,Nos,1,Boric Acid,1,1
,,Boron,Drug,Nos,1,Boron,1,1
,,Bortezomib,Drug,Nos,1,Bortezomib,1,1
,,Bosentan,Drug,Nos,1,Bosentan,1,1
,,Boswellia serrata extr,Drug,Nos,1,Boswellia serrata extr,1,1
,,Bovine Colostrum,Drug,Nos,1,Bovine Colostrum,1,1
,,Brewers Yeast,Drug,Nos,1,Brewers Yeast,1,1
,,Brimonidine,Drug,Nos,1,Brimonidine,1,1
,,Brimonidine Tartrate,Drug,Nos,1,Brimonidine Tartrate,1,1
,,Bromealain,Drug,Nos,1,Bromealain,1,1
,,Bromelain,Drug,Nos,1,Bromelain,1,1
,,Bromfenac,Drug,Nos,1,Bromfenac,1,1
,,Bromhexine,Drug,Nos,1,Bromhexine,1,1
,,Bromhexine Hydrochloride,Drug,Nos,1,Bromhexine Hydrochloride,1,1
,,Bromocriptine,Drug,Nos,1,Bromocriptine,1,1
,,Bromocriptine (QR),Drug,Nos,1,Bromocriptine (QR),1,1
,,Bromohexine Hydrochloride,Drug,Nos,1,Bromohexine Hydrochloride,1,1
,,Buclizine,Drug,Nos,1,Buclizine,1,1
,,Budesonide,Drug,Nos,1,Budesonide,1,1
,,Budesonide And Formoterol,Drug,Nos,1,Budesonide And Formoterol,1,1
,,Bulaquine,Drug,Nos,1,Bulaquine,1,1
,,Bupivacaine,Drug,Nos,1,Bupivacaine,1,1
,,Buprenorphine,Drug,Nos,1,Buprenorphine,1,1
,,Bupropion,Drug,Nos,1,Bupropion,1,1
,,Buserelin,Drug,Nos,1,Buserelin,1,1
,,Buspirone,Drug,Nos,1,Buspirone,1,1
,,Busulfan,Drug,Nos,1,Busulfan,1,1
,,Butenafine,Drug,Nos,1,Butenafine,1,1
,,Butorphanol,Drug,Nos,1,Butorphanol,1,1
,,Butyl Hydroxybenzoate,Drug,Nos,1,Butyl Hydroxybenzoate,1,1
,,Butyl Methoxydibenzoylmethane,Drug,Nos,1,Butyl Methoxydibenzoylmethane,1,1
,,Ca hypophosphete,Drug,Nos,1,Ca hypophosphete,1,1
,,Ca lactate,Drug,Nos,1,Ca lactate,1,1
,,Cabergoline,Drug,Nos,1,Cabergoline,1,1
,,Caffeine,Drug,Nos,1,Caffeine,1,1
,,Caffeine Monohydrate,Drug,Nos,1,Caffeine Monohydrate,1,1
,,Calamie,Drug,Nos,1,Calamie,1,1
,,Calamine,Drug,Nos,1,Calamine,1,1
,,Calcipotriol,Drug,Nos,1,Calcipotriol,1,1
,,Calcitonin,Drug,Nos,1,Calcitonin,1,1
,,Calcitonin- Salmon,Drug,Nos,1,Calcitonin- Salmon,1,1
,,Calcitriol,Drug,Nos,1,Calcitriol,1,1
,,Calcitrol,Drug,Nos,1,Calcitrol,1,1
,,Calcium,Drug,Nos,1,Calcium,1,1
,,Calcium Acetate,Drug,Nos,1,Calcium Acetate,1,1
,,Calcium ascorbate,Drug,Nos,1,Calcium ascorbate,1,1
,,Calcium aspartate,Drug,Nos,1,Calcium aspartate,1,1
,,Calcium aspartate anhydrous,Drug,Nos,1,Calcium aspartate anhydrous,1,1
,,Calcium Carbonate,Drug,Nos,1,Calcium Carbonate,1,1
,,Calcium Carbonate (2 tabs),Drug,Nos,1,Calcium Carbonate (2 tabs),1,1
,,Calcium Carbonate oyster shell,Drug,Nos,1,Calcium Carbonate oyster shell,1,1
,,Calcium Chloride,Drug,Nos,1,Calcium Chloride,1,1
,,Calcium Chloride Dihydrate,Drug,Nos,1,Calcium Chloride Dihydrate,1,1
,,Calcium Chloride2,Drug,Nos,1,Calcium Chloride2,1,1
,,Calcium citrate,Drug,Nos,1,Calcium citrate,1,1
,,Calcium citrate malate,Drug,Nos,1,Calcium citrate malate,1,1
,,Calcium Dobesilate,Drug,Nos,1,Calcium Dobesilate,1,1
,,Calcium d-Pantothenate,Drug,Nos,1,Calcium d-Pantothenate,1,1
,,Calcium D-Pantothenode,Drug,Nos,1,Calcium D-Pantothenode,1,1
,,Calcium Fluoride,Drug,Nos,1,Calcium Fluoride,1,1
,,Calcium Folinate,Drug,Nos,1,Calcium Folinate,1,1
,,Calcium Fructoborate,Drug,Nos,1,Calcium Fructoborate,1,1
,,Calcium gluconate,Drug,Nos,1,Calcium gluconate,1,1
,,Calcium Gluconogalacto Gluconate,Drug,Nos,1,Calcium Gluconogalacto Gluconate,1,1
,,Calcium glucono-galacto-gluconate,Drug,Nos,1,Calcium glucono-galacto-gluconate,1,1
,,Calcium gluconolactobionate,Drug,Nos,1,Calcium gluconolactobionate,1,1
,,Calcium glycerophosphate,Drug,Nos,1,Calcium glycerophosphate,1,1
,,Calcium Hypophosphate,Drug,Nos,1,Calcium Hypophosphate,1,1
,,Calcium Hypophosphite,Drug,Nos,1,Calcium Hypophosphite,1,1
,,Calcium lacctobionate,Drug,Nos,1,Calcium lacctobionate,1,1
,,Calcium Lactate,Drug,Nos,1,Calcium Lactate,1,1
,,Calcium Laevulinate,Drug,Nos,1,Calcium Laevulinate,1,1
,,Calcium Orotate,Drug,Nos,1,Calcium Orotate,1,1
,,Calcium Pantothenade,Drug,Nos,1,Calcium Pantothenade,1,1
,,Calcium Pantothenate,Drug,Nos,1,Calcium Pantothenate,1,1
,,Calcium Phosphate,Drug,Nos,1,Calcium Phosphate,1,1
,,Calcium Phosphate dibasic,Drug,Nos,1,Calcium Phosphate dibasic,1,1
,,Calcium polystyrene Sulfonate,Drug,Nos,1,Calcium polystyrene Sulfonate,1,1
,,Calcium Polystyrene Sulphonate Powder,Drug,Nos,1,Calcium Polystyrene Sulphonate Powder,1,1
,,Calimine,Drug,Nos,1,Calimine,1,1
,,Calsium Chloride2,Drug,Nos,1,Calsium Chloride2,1,1
,,Camphor,Drug,Nos,1,Camphor,1,1
